timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high,sc_amp_0,sc_amp_1,sc_amp_2,sc_amp_3,sc_amp_4,sc_amp_5,sc_amp_6,sc_amp_7,sc_amp_8,sc_amp_9,sc_amp_10,sc_amp_11,sc_amp_12,sc_amp_13,sc_amp_14,sc_amp_15,sc_amp_16,sc_amp_17,sc_amp_18,sc_amp_19,sc_amp_20,sc_amp_21,sc_amp_22,sc_amp_23,sc_amp_24,sc_amp_25,sc_amp_26,sc_amp_27,sc_amp_28,sc_amp_29,sc_amp_30,sc_amp_31,sc_amp_32,sc_amp_33,sc_amp_34,sc_amp_35,sc_amp_36,sc_amp_37,sc_amp_38,sc_amp_39,sc_amp_40,sc_amp_41,sc_amp_42,sc_amp_43,phase_mean,phase_std,phase_range,phase_diff_mean,phase_diff_std,phase_diff_range,phase_diff_skew
2026-03-13T11:55:09.701439,movement_stairs_1_0_1,3.203,0.674,0.183,7.474,55.602,6.052,115.0,13.922,11.028,3.549,3.691,6.71,6.08,6.08,5.83,5.66,4.47,5.0,5.39,5.0,5.83,5.1,6.08,5.83,6.4,6.08,7.07,8.54,7.07,7.62,8.06,7.28,2.0,3.16,1.41,2.24,3.0,2.24,1.41,1.0,1.41,2.0,2.24,2.83,2.83,4.12,4.0,3.61,3.61,4.12,4.0,4.47,5.0,3.61,4.12,-0.1578,1.8632,6.1413,0.0338,1.7163,9.5226,-2.6672
2026-03-13T11:55:09.702585,movement_stairs_1_0_1,3.138,0.694,0.197,6.272,43.951,10.553,111.0,13.571,17.009,7.241,7.551,12.53,12.73,11.18,12.17,11.18,10.3,10.63,12.08,12.0,13.34,12.53,13.45,13.0,13.04,13.42,14.21,17.0,16.28,15.3,16.64,15.26,4.24,4.47,4.47,5.0,3.0,4.12,4.24,3.0,3.61,4.47,5.39,6.08,6.32,6.4,7.21,6.32,6.32,6.4,8.06,8.06,9.22,8.94,8.6,-0.2279,1.7467,5.9079,0.0508,1.2649,6.7389,-3.8231
2026-03-13T11:55:09.703097,movement_stairs_1_0_1,3.125,0.635,0.194,6.018,41.617,10.242,101.0,12.42,16.373,6.856,7.621,11.0,12.17,12.08,11.31,12.08,11.18,12.04,13.0,12.04,12.81,13.42,13.04,13.34,13.04,12.81,13.93,16.03,14.56,13.6,15.26,15.13,3.0,3.16,4.12,4.12,4.12,5.0,4.47,4.12,4.12,3.61,4.12,5.0,5.1,5.0,5.39,6.0,5.83,7.07,8.54,9.22,9.06,9.85,10.0,0.0393,1.8521,6.0202,-0.0132,1.4208,7.0243,-3.8342
2026-03-13T11:55:09.703097,movement_stairs_1_0_1,3.138,0.641,0.201,6.074,42.182,10.44,101.0,12.355,16.417,7.051,7.969,12.04,12.04,11.7,12.21,11.66,12.08,11.0,12.37,11.66,12.04,11.66,12.17,12.17,13.42,12.81,14.32,16.12,15.3,15.26,15.62,14.87,4.0,4.47,3.61,4.0,3.16,4.24,4.0,4.0,4.24,6.08,5.0,6.32,7.62,7.07,7.62,7.07,7.28,7.81,8.6,9.22,9.0,8.54,9.22,-0.0814,1.8068,6.1305,0.0441,1.4901,9.1058,-3.3961
2026-03-13T11:55:09.703097,movement_stairs_1_0_1,3.085,0.635,0.196,6.013,41.61,10.475,104.0,12.8,16.91,6.503,8.124,12.04,10.77,12.04,12.65,11.66,11.31,13.0,13.34,13.15,13.42,12.81,13.6,13.6,14.04,13.0,14.21,15.26,15.13,14.14,14.42,14.76,2.24,2.24,2.0,3.61,3.61,4.12,5.1,4.47,5.0,5.0,5.1,5.66,5.83,6.08,6.08,4.47,6.32,6.32,7.28,8.6,9.22,9.85,12.04,0.1184,1.7951,6.0474,-0.0268,1.4218,6.6891,-3.7022
2026-03-13T11:55:09.703097,movement_stairs_1_0_1,3.113,0.635,0.196,5.839,40.03,11.02,102.0,12.565,17.72,7.062,8.404,13.34,12.04,11.4,12.21,12.21,12.65,13.04,13.15,12.81,14.21,13.89,15.13,14.14,15.26,15.0,14.32,16.12,16.12,15.26,15.62,15.52,3.16,3.16,3.61,4.12,4.47,4.24,5.39,5.0,6.32,6.4,5.39,6.0,6.08,5.83,7.21,6.32,7.28,6.71,7.81,8.54,9.06,10.2,10.0,0.0349,1.7611,6.2119,-0.0421,1.454,6.7466,-3.6661
2026-03-13T11:55:09.704113,movement_stairs_1_0_1,3.113,0.641,0.202,6.241,43.676,9.9,104.0,12.732,16.009,6.633,7.187,12.53,12.04,11.66,12.37,11.05,11.4,10.82,10.63,11.7,11.0,11.05,11.66,10.63,12.37,12.04,12.65,14.87,14.76,14.14,15.3,15.26,3.16,3.61,2.83,4.0,3.61,3.61,3.61,3.16,3.61,3.16,4.12,5.83,5.66,6.08,6.0,6.32,7.21,6.71,7.07,9.0,8.54,8.6,8.94,-0.1639,1.8847,6.118,0.0248,1.4662,8.105,-3.619
2026-03-13T11:55:09.704113,movement_stairs_1_0_1,3.129,0.649,0.209,5.72,38.88,10.966,101.0,12.52,17.545,7.569,7.929,14.04,15.13,13.0,12.81,11.66,12.65,12.0,13.93,13.45,13.04,13.6,14.0,13.6,12.81,14.32,14.32,17.12,17.09,15.62,18.36,16.28,5.39,5.0,4.24,4.47,3.16,3.61,3.61,3.16,2.24,4.12,6.08,6.08,6.32,7.21,7.21,7.07,7.28,7.21,8.6,9.49,9.06,10.2,8.94,-0.2173,1.7951,6.0134,0.0429,1.4836,8.9439,-3.3578
2026-03-13T11:55:09.718391,movement_stairs_1_0_1,3.148,0.641,0.207,6.143,42.822,10.724,106.0,12.952,17.222,7.221,7.865,12.04,13.6,13.42,13.04,12.37,12.53,12.81,13.42,13.34,13.15,13.6,12.81,12.53,12.17,13.6,13.04,15.62,14.87,14.0,15.23,15.62,4.0,4.24,4.12,6.08,5.0,5.66,5.39,4.12,3.61,5.1,5.0,5.0,5.66,6.71,5.1,5.39,6.71,7.62,9.0,9.22,9.85,10.63,10.77,0.1841,1.8995,6.118,-0.0044,1.4496,6.8499,-3.7262
2026-03-13T11:55:09.810347,movement_stairs_1_0_1,3.166,0.641,0.201,7.249,53.369,6.267,102.0,12.353,11.139,3.72,4.048,6.71,6.08,6.08,7.62,5.83,6.4,6.32,6.0,6.32,6.4,6.4,6.32,7.0,6.32,7.21,7.21,8.25,8.0,8.54,9.22,8.94,2.83,2.0,1.41,2.24,1.0,1.0,1.41,1.0,2.24,2.24,3.16,3.0,4.0,4.47,4.24,3.61,4.12,4.12,4.47,4.24,4.47,4.0,5.39,0.0233,1.8578,6.0049,0.0363,1.4815,8.8247,-3.3392
