timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high
2026-02-17T22:29:45.220244,baseline_doors_variable,1.703,1.864,0.521,-0.845,0.156,18.874,30.529,8.501,26.383,10.652,19.554
2026-02-17T22:29:45.642351,baseline_doors_variable,2.889,0.662,0.067,-0.981,0.525,17.578,29.0,7.638,23.977,10.349,18.369
2026-02-17T22:29:46.047646,baseline_doors_variable,1.838,1.822,0.245,-0.946,0.427,18.026,29.206,7.905,24.872,10.469,18.705
2026-02-17T22:29:46.480830,baseline_doors_variable,3.035,0.553,0.072,-1.022,0.561,18.78,30.0,8.119,25.565,11.071,19.662
2026-02-17T22:29:46.974076,baseline_doors_variable,1.62,2.151,0.868,-0.959,0.306,18.06,28.844,7.972,24.94,10.93,18.298
2026-02-17T22:29:47.383788,baseline_doors_variable,3.162,0.566,0.074,-0.874,0.216,18.95,31.113,8.47,26.029,11.198,19.592
2026-02-17T22:29:47.785944,baseline_doors_variable,1.813,1.731,0.227,-0.874,0.115,18.347,30.067,8.257,26.02,11.017,18.02
2026-02-17T22:29:48.184455,baseline_doors_variable,1.75,2.226,0.523,-0.909,0.407,18.52,30.61,8.158,25.237,10.814,19.464
2026-02-17T22:29:48.619171,baseline_doors_variable,1.565,2.016,0.524,-0.899,0.162,19.883,32.757,8.914,27.72,11.963,19.961
2026-02-17T22:29:49.020414,baseline_doors_variable,3.116,0.526,0.077,-0.833,-0.011,19.1,31.064,8.711,27.221,11.223,18.867
2026-02-17T22:29:49.453737,baseline_doors_variable,3.08,0.538,0.061,-0.86,0.112,18.725,30.806,8.444,26.324,10.808,19.028
2026-02-17T22:29:49.851555,baseline_doors_variable,2.081,1.671,0.605,-0.812,-0.008,18.476,31.0,8.453,26.2,10.548,18.669
2026-02-17T22:29:50.305099,baseline_doors_variable,1.611,1.928,0.274,-0.853,0.096,18.048,30.017,8.158,25.35,10.842,17.956
2026-02-17T22:29:50.702486,baseline_doors_variable,1.607,1.86,0.283,-0.875,0.222,18.31,31.145,8.191,25.545,10.469,18.888
