timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high
2026-02-18T12:43:52.453134,baseline_doors_open,3.02,0.574,0.064,2.715,16.86,18.871,87.0,11.536,22.844,10.082,23.468
2026-02-18T12:43:52.806625,baseline_doors_open,3.12,0.589,0.086,2.154,13.22,15.526,64.0,8.706,20.892,8.903,16.727
2026-02-18T12:43:53.232593,baseline_doors_open,3.125,0.431,0.051,4.062,26.277,15.876,86.0,10.71,22.078,9.282,16.251
2026-02-18T12:43:53.646444,baseline_doors_open,2.209,1.143,0.165,2.799,17.426,15.798,71.0,9.294,21.531,9.219,16.607
2026-02-18T12:43:54.200023,baseline_doors_open,2.696,1.034,0.154,2.975,18.746,15.694,72.0,9.32,21.339,9.31,16.398
2026-02-18T12:43:54.557815,baseline_doors_open,2.317,0.912,0.088,3.022,18.668,15.32,72.0,9.38,20.967,8.917,16.04
2026-02-18T12:43:54.990843,baseline_doors_open,2.645,0.875,0.112,2.957,18.313,18.234,88.0,11.582,22.224,9.668,22.601
2026-02-18T12:43:55.433547,baseline_doors_open,3.031,0.57,0.071,0.725,6.212,23.334,76.0,11.391,30.742,13.976,25.195
2026-02-18T12:43:55.822281,baseline_doors_open,3.231,0.456,0.054,2.411,14.918,14.77,63.0,8.422,20.289,8.641,15.353
2026-02-18T12:43:56.292717,baseline_doors_open,2.441,0.848,0.074,2.82,17.418,16.079,73.0,9.579,22.012,9.399,16.791
2026-02-18T12:43:56.702482,baseline_doors_open,3.176,0.435,0.049,2.183,13.556,16.039,66.0,8.927,21.78,9.379,16.916
2026-02-18T12:43:57.130300,baseline_doors_open,2.607,0.856,0.089,3.949,25.374,16.056,86.0,10.769,22.192,9.499,16.457
2026-02-18T12:43:57.540549,baseline_doors_open,2.806,0.643,0.07,2.641,16.557,15.062,66.0,8.682,20.402,8.982,15.768
2026-02-18T12:43:57.979062,baseline_doors_open,2.901,0.809,0.154,2.871,18.044,15.235,69.0,8.979,20.623,9.078,15.971
2026-02-18T12:43:58.387127,baseline_doors_open,3.072,0.472,0.048,2.843,17.559,15.171,69.0,9.042,20.895,8.766,15.821
2026-02-18T12:43:58.864142,baseline_doors_open,2.417,0.878,0.09,3.767,24.034,15.699,82.0,10.34,21.678,9.203,16.194
2026-02-18T12:43:59.307113,baseline_doors_open,3.123,0.47,0.055,3.109,19.576,15.766,74.0,9.538,21.565,9.399,16.307
2026-02-18T12:43:59.812886,baseline_doors_open,2.242,0.966,0.124,2.443,15.207,15.672,67.0,8.923,21.194,9.307,16.477
2026-02-18T12:44:00.225237,baseline_doors_open,3.065,0.516,0.053,2.192,13.716,15.57,64.0,8.632,20.947,9.172,16.544
2026-02-18T12:44:00.701646,baseline_doors_open,2.335,0.911,0.09,2.638,16.557,15.975,70.0,9.209,21.528,9.526,16.83
2026-02-18T12:44:01.154388,baseline_doors_open,3.091,0.422,0.038,2.481,15.519,15.184,65.0,8.623,20.523,8.992,15.999
2026-02-18T12:44:01.580427,baseline_doors_open,2.567,0.895,0.138,-0.237,2.916,29.524,79.0,13.263,38.42,18.063,31.972
2026-02-18T12:44:01.979006,baseline_doors_open,3.073,0.52,0.055,3.407,21.631,15.336,75.0,9.545,21.059,9.114,15.811
2026-02-18T12:44:02.388506,baseline_doors_open,3.235,0.642,0.128,3.837,24.524,18.333,100.0,12.666,22.601,9.818,22.387
2026-02-18T12:44:02.796716,baseline_doors_open,2.999,0.501,0.048,2.392,14.909,15.627,66.0,8.805,21.081,9.258,16.5
2026-02-18T12:44:03.194934,baseline_doors_open,2.542,0.75,0.066,1.786,11.453,16.315,63.0,8.693,21.983,9.708,17.21
2026-02-18T12:44:03.758001,baseline_doors_open,3.14,0.466,0.05,2.395,14.945,15.092,64.0,8.541,20.502,8.77,15.962
2026-02-18T12:44:04.192942,baseline_doors_open,2.808,0.791,0.126,2.612,16.454,15.626,68.0,8.944,21.024,9.348,16.467
2026-02-18T12:44:04.525021,baseline_doors_open,3.235,0.555,0.078,3.605,23.012,16.501,83.0,10.483,22.73,9.721,17.026
2026-02-18T12:44:05.087731,baseline_doors_open,2.971,0.472,0.039,3.167,19.979,16.488,78.0,10.027,22.648,9.68,17.106
2026-02-18T12:44:05.523521,baseline_doors_open,2.476,0.926,0.107,3.617,22.938,15.888,81.0,10.267,21.917,9.153,16.563
2026-02-18T12:44:05.755676,baseline_doors_open,2.788,0.829,0.124,2.654,16.601,15.665,69.0,9.084,21.291,9.302,16.367
2026-02-18T12:44:06.504874,baseline_doors_open,3.228,0.408,0.045,2.345,14.508,15.415,65.0,8.717,20.813,9.152,16.242
2026-02-18T12:44:07.280796,baseline_doors_open,2.903,0.622,0.066,3.054,19.113,16.267,76.0,9.837,22.244,9.517,17.004
2026-02-18T12:44:07.429661,baseline_doors_open,2.583,0.647,0.051,2.681,16.594,15.349,68.0,8.965,20.85,8.851,16.299
2026-02-18T12:44:08.181161,baseline_doors_open,3.071,0.414,0.042,3.27,20.548,15.725,76.0,9.756,21.656,9.111,16.378
2026-02-18T12:44:09.106029,baseline_doors_open,3.131,0.452,0.047,2.969,18.589,15.863,73.0,9.474,21.69,9.25,16.615
2026-02-18T12:44:10.730288,baseline_doors_open,2.702,0.858,0.117,3.113,19.461,15.301,72.0,9.299,21.035,8.835,15.998
2026-02-18T12:44:10.730288,baseline_doors_open,3.038,0.413,0.043,2.583,16.091,15.189,66.0,8.72,20.712,8.905,15.915
2026-02-18T12:44:10.730288,baseline_doors_open,2.184,0.965,0.099,2.372,14.774,15.147,64.0,8.554,20.37,8.963,16.064
2026-02-18T12:44:10.731789,baseline_doors_open,3.012,0.46,0.043,3.222,20.266,15.648,75.0,9.639,21.304,9.167,16.435
2026-02-18T12:44:10.731789,baseline_doors_open,3.108,0.615,0.093,3.793,24.3,15.5,81.0,10.189,21.251,8.943,16.268
2026-02-18T12:44:10.855057,baseline_doors_open,2.983,0.413,0.043,3.379,21.355,15.305,75.0,9.576,21.055,8.948,15.884
2026-02-18T12:44:10.948850,baseline_doors_open,3.133,0.488,0.048,3.412,21.565,15.674,77.0,9.816,21.508,9.138,16.344
2026-02-18T12:44:11.430716,baseline_doors_open,3.102,0.665,0.099,2.656,16.432,14.691,65.0,8.585,20.072,8.629,15.341
2026-02-18T12:44:11.872594,baseline_doors_open,3.142,0.487,0.051,2.298,14.412,15.873,66.0,8.835,21.547,9.512,16.528
2026-02-18T12:44:12.249650,baseline_doors_open,2.999,0.713,0.088,1.855,11.78,16.394,64.0,8.801,22.144,9.798,17.2
2026-02-18T12:44:13.033652,baseline_doors_open,2.325,1.24,0.142,2.862,18.025,15.289,69.0,8.974,20.711,9.143,15.979
2026-02-18T12:44:13.370332,baseline_doors_open,3.033,0.505,0.054,2.14,13.485,16.928,69.0,9.322,22.905,10.018,17.82
2026-02-18T12:44:13.863112,baseline_doors_open,2.819,0.675,0.07,1.996,12.589,15.26,61.0,8.32,20.561,9.006,16.168
2026-02-18T12:44:14.115922,baseline_doors_open,2.943,0.549,0.067,3.23,20.227,15.171,73.0,9.395,20.796,8.686,15.992
2026-02-18T12:44:14.565501,baseline_doors_open,2.887,0.631,0.077,2.503,15.529,15.76,68.0,9.038,21.307,9.149,16.775
2026-02-18T12:44:15.072538,baseline_doors_open,2.958,0.622,0.078,2.54,15.732,14.998,65.0,8.624,20.393,8.674,15.886
2026-02-18T12:44:15.555485,baseline_doors_open,2.747,0.692,0.065,2.881,17.989,15.357,70.0,9.129,20.89,8.972,16.169
2026-02-18T12:44:16.052529,baseline_doors_open,2.348,0.727,0.054,3.302,20.738,15.195,74.0,9.497,20.935,8.753,15.864
2026-02-18T12:44:16.439279,baseline_doors_open,2.587,0.817,0.104,1.834,11.654,15.407,60.0,8.267,20.592,9.117,16.464
2026-02-18T12:44:16.836021,baseline_doors_open,3.09,0.49,0.054,3.185,19.99,15.307,73.0,9.4,20.897,8.954,16.037
2026-02-18T12:44:17.325496,baseline_doors_open,3.176,0.444,0.05,3.3,20.852,15.781,76.0,9.717,21.634,9.256,16.422
2026-02-18T12:44:17.719696,baseline_doors_open,2.932,0.757,0.106,2.706,16.639,16.146,72.0,9.502,22.15,9.272,16.976
2026-02-18T12:44:18.423980,baseline_doors_open,3.061,0.461,0.051,2.195,13.832,15.607,64.0,8.612,20.98,9.32,16.48
2026-02-18T12:44:19.778959,baseline_doors_open,3.173,0.486,0.053,2.295,14.412,16.086,67.0,8.972,21.83,9.395,16.988
2026-02-18T12:44:21.687697,baseline_doors_open,2.504,0.775,0.068,2.721,16.901,15.266,68.0,8.942,20.805,8.944,16.014
2026-02-18T12:44:21.986757,baseline_doors_open,2.137,1.066,0.109,1.612,10.509,15.139,57.0,7.955,20.239,9.07,16.065
2026-02-18T12:44:21.986757,baseline_doors_open,3.006,0.608,0.09,1.94,12.201,16.129,64.0,8.771,21.711,9.583,17.049
2026-02-18T12:44:21.986757,baseline_doors_open,3.08,0.496,0.052,3.231,20.356,16.14,77.0,9.877,22.145,9.371,16.871
2026-02-18T12:44:25.880244,baseline_doors_open,3.137,0.478,0.052,2.351,14.635,15.458,65.0,8.695,20.715,9.143,16.467
2026-02-18T12:44:25.880244,baseline_doors_open,2.322,0.934,0.092,3.686,23.465,15.338,79.0,9.985,21.19,8.896,15.901
2026-02-18T12:44:25.880244,baseline_doors_open,3.172,0.427,0.051,3.241,20.221,16.114,78.0,10.052,22.214,9.241,16.851
2026-02-18T12:44:25.880244,baseline_doors_open,2.086,0.919,0.08,3.083,19.474,15.672,73.0,9.405,21.186,9.292,16.499
2026-02-18T12:44:25.880244,baseline_doors_open,2.642,0.943,0.128,2.964,18.585,15.629,72.0,9.347,21.166,9.33,16.355
2026-02-18T12:44:25.881207,baseline_doors_open,3.043,0.457,0.043,1.032,7.867,22.713,78.0,11.295,29.972,13.728,24.36
2026-02-18T12:44:25.885941,baseline_doors_open,3.203,0.462,0.054,3.005,18.857,15.126,70.0,9.069,20.409,8.846,16.077
2026-02-18T12:44:25.885941,baseline_doors_open,2.978,0.408,0.034,3.702,23.611,15.369,79.0,9.967,21.35,8.707,16.018
2026-02-18T12:44:25.886838,baseline_doors_open,2.611,0.69,0.068,2.891,18.152,15.375,70.0,9.108,20.855,9.061,16.171
2026-02-18T12:44:25.887859,baseline_doors_open,3.013,0.616,0.085,3.428,21.599,15.369,76.0,9.699,21.189,8.785,16.098
2026-02-18T12:44:25.887859,baseline_doors_open,2.905,0.432,0.033,3.028,19.023,15.118,70.0,9.052,20.674,8.839,15.808
2026-02-18T12:44:25.887859,baseline_doors_open,3.117,0.642,0.099,3.217,20.254,16.52,79.0,10.149,22.541,9.586,17.391
2026-02-18T12:44:25.891935,baseline_doors_open,2.658,0.648,0.056,3.458,21.86,15.915,79.0,10.063,21.966,9.057,16.687
2026-02-18T12:44:26.196156,baseline_doors_open,3.175,0.591,0.085,2.419,15.262,16.08,68.0,9.028,21.756,9.491,16.95
2026-02-18T12:44:26.604839,baseline_doors_open,2.768,0.665,0.076,2.994,18.743,15.771,73.0,9.469,21.496,9.205,16.574
2026-02-18T12:44:27.035827,baseline_doors_open,3.096,0.373,0.04,1.65,10.602,16.125,61.0,8.509,21.599,9.753,16.982
2026-02-18T12:44:27.452287,baseline_doors_open,3.038,0.516,0.059,3.4,21.497,15.856,78.0,9.952,21.777,9.142,16.612
2026-02-18T12:44:27.992014,baseline_doors_open,3.204,0.552,0.08,2.685,16.622,18.648,86.0,11.44,22.573,10.056,23.102
2026-02-18T12:44:28.289641,baseline_doors_open,2.781,0.697,0.09,2.591,16.139,15.588,68.0,8.987,21.213,9.223,16.294
2026-02-18T12:44:28.863581,baseline_doors_open,2.394,0.871,0.078,2.752,17.073,15.195,68.0,8.932,20.669,8.949,15.932
2026-02-18T12:44:29.222409,baseline_doors_open,3.029,0.451,0.04,2.413,15.024,14.562,62.0,8.272,19.842,8.508,15.3
2026-02-18T12:44:29.837675,baseline_doors_open,3.198,0.425,0.044,3.193,20.13,15.551,74.0,9.51,21.24,9.059,16.318
2026-02-18T12:44:30.043058,baseline_doors_open,2.492,0.952,0.114,3.245,20.357,18.25,91.0,11.787,22.434,9.633,22.481
