timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high
2026-02-13T10:45:59.439338,movement_doors_closed_q2,2.967,0.847,0.133,4.329,27.878,18.182,107.0,13.364,18.349,12.225,23.708
2026-02-13T10:45:59.851882,movement_doors_closed_q2,3.133,1.424,0.581,1.652,9.945,24.784,96.0,13.623,24.454,15.958,33.524
2026-02-13T10:46:00.261862,movement_doors_closed_q2,3.182,1.438,0.537,-1.816,2.079,17.317,24.083,6.73,17.46,13.278,21.035
2026-02-13T10:46:00.670019,movement_doors_closed_q2,3.07,1.106,0.288,1.046,9.465,33.766,115.0,16.035,35.741,26.254,39.051
2026-02-13T10:46:01.078626,movement_doors_closed_q2,3.115,2.36,1.241,1.706,7.229,13.315,60.0,9.398,10.623,8.0,20.959
2026-02-13T10:46:01.490047,movement_doors_closed_q2,2.946,1.883,1.457,2.987,18.62,18.674,87.0,11.315,19.541,11.93,24.283
2026-02-13T10:46:01.895373,movement_doors_closed_q2,3.022,3.102,2.769,3.784,24.897,15.427,78.0,9.689,19.903,11.788,14.629
2026-02-13T10:46:02.308098,movement_doors_closed_q2,3.202,1.095,0.311,-1.923,2.609,28.393,39.0,10.664,35.189,21.335,28.642
2026-02-13T10:46:02.923153,movement_doors_closed_q2,3.137,2.918,2.954,2.612,15.014,19.905,94.0,12.844,20.979,11.167,27.222
2026-02-13T10:46:03.333420,movement_doors_closed_q2,2.968,1.934,0.782,3.524,23.586,26.619,127.0,15.764,32.346,16.068,31.223
2026-02-13T10:46:03.741516,movement_doors_closed_q2,2.586,1.888,0.442,2.905,18.178,21.579,99.0,12.897,22.642,13.743,28.044
2026-02-13T10:46:04.253823,movement_doors_closed_q2,3.216,1.457,0.634,2.709,18.977,23.021,97.0,12.274,28.125,15.405,25.42
2026-02-13T10:46:04.661966,movement_doors_closed_q2,2.938,1.611,0.63,4.978,33.698,18.715,116.0,14.008,20.42,12.827,22.708
2026-02-13T10:46:04.970079,movement_doors_closed_q2,3.066,1.175,0.276,4.525,29.861,19.287,113.0,13.883,20.156,13.191,24.276
2026-02-13T10:46:05.482873,movement_doors_closed_q2,2.637,2.462,0.868,2.731,17.596,23.503,103.0,13.371,25.263,14.813,30.117
