timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high
2026-02-18T13:09:04.580200,movement_doors_open_q2,3.151,0.997,0.23,-1.218,0.842,10.879,17.493,4.58,13.242,7.771,11.591
2026-02-18T13:09:05.066595,movement_doors_open_q2,3.064,0.883,0.208,-0.914,1.037,11.049,22.0,4.759,13.306,8.013,11.794
2026-02-18T13:09:05.446638,movement_doors_open_q2,3.122,1.68,0.695,-0.437,-1.044,10.669,19.723,5.939,15.159,7.691,9.227
2026-02-18T13:09:05.885176,movement_doors_open_q2,3.083,2.024,1.13,0.396,3.478,11.175,35.0,5.736,15.674,7.092,10.778
2026-02-18T13:09:06.397930,movement_doors_open_q2,2.862,3.882,2.531,5.768,38.686,9.163,110.0,14.035,9.474,4.764,13.064
2026-02-18T13:09:06.703873,movement_doors_open_q2,2.831,4.079,2.464,6.574,46.888,9.862,104.0,12.526,11.942,5.082,12.44
2026-02-18T13:09:07.319310,movement_doors_open_q2,3.127,1.987,1.542,6.572,46.527,7.839,123.0,15.349,7.917,4.332,11.114
2026-02-18T13:09:07.727859,movement_doors_open_q2,2.061,4.06,1.97,7.297,53.779,6.473,118.0,14.365,9.207,3.446,6.753
2026-02-18T13:09:08.138629,movement_doors_open_q2,2.608,3.183,1.826,4.959,31.372,12.985,124.0,16.225,12.639,8.744,17.363
2026-02-18T13:09:08.548338,movement_doors_open_q2,2.581,2.875,1.286,7.013,50.922,7.736,125.0,15.3,10.093,4.26,8.806
2026-02-18T13:09:08.956633,movement_doors_open_q2,2.482,3.93,1.913,6.113,42.585,9.652,98.0,12.025,12.449,4.208,12.179
2026-02-18T13:09:09.365566,movement_doors_open_q2,3.155,2.194,1.272,7.36,54.425,6.593,127.0,15.465,12.957,4.075,2.922
2026-02-18T13:09:09.777095,movement_doors_open_q2,2.225,4.083,2.137,-0.921,-0.033,11.726,19.209,5.431,15.354,8.304,11.528
2026-02-18T13:09:10.186617,movement_doors_open_q2,2.941,1.879,0.66,-0.602,3.487,12.95,33.015,5.438,17.027,8.558,13.253
2026-02-18T13:09:10.595178,movement_doors_open_q2,3.014,1.886,0.762,5.582,38.335,8.001,58.0,6.98,11.494,4.778,7.742
2026-02-18T13:09:11.107879,movement_doors_open_q2,3.149,2.512,1.726,7.087,51.859,10.328,127.0,15.159,14.756,6.218,10.024
2026-02-18T13:09:11.516288,movement_doors_open_q2,2.751,2.236,0.977,7.32,54.119,6.626,99.0,11.88,10.844,2.805,6.246
2026-02-18T13:09:11.926271,movement_doors_open_q2,2.958,2.053,1.14,7.138,52.294,6.792,93.0,11.178,10.352,3.034,6.98
2026-02-18T13:09:12.176619,movement_doors_open_q2,2.557,2.183,0.895,-0.738,0.203,9.668,19.0,4.471,11.431,5.893,11.589
2026-02-18T13:09:12.746615,movement_doors_open_q2,2.382,2.503,1.068,4.761,30.674,12.806,93.0,11.787,20.796,5.833,11.836
2026-02-18T13:09:13.053463,movement_doors_open_q2,3.1,2.005,1.04,5.103,34.966,18.51,115.0,13.776,25.518,11.079,18.914
2026-02-18T13:09:13.566728,movement_doors_open_q2,2.809,3.975,4.314,-0.192,-0.27,5.96,13.038,3.052,6.801,5.519,5.58
2026-02-18T13:09:13.875001,movement_doors_open_q2,3.213,2.815,2.346,0.532,-0.906,6.644,16.553,4.776,4.856,4.767,10.142
2026-02-18T13:09:14.384816,movement_doors_open_q2,2.402,3.914,1.883,0.29,-0.545,6.217,19.0,4.391,5.717,3.759,9.042
2026-02-18T13:09:14.897164,movement_doors_open_q2,2.346,4.118,3.028,0.185,-1.017,16.74,37.0,10.429,11.348,11.646,26.749
2026-02-18T13:09:15.204788,movement_doors_open_q2,2.531,3.238,1.705,0.992,3.014,9.022,34.0,5.916,7.38,5.69,13.769
2026-02-18T13:09:15.612854,movement_doors_open_q2,1.996,3.301,0.938,2.332,10.861,9.79,53.0,7.988,8.349,5.688,15.079
2026-02-18T13:09:16.022000,movement_doors_open_q2,2.94,2.99,1.776,6.741,48.186,7.685,122.0,15.111,8.902,4.169,9.881
2026-02-18T13:09:16.403680,movement_doors_open_q2,2.434,3.531,1.748,0.366,-0.737,5.894,13.601,3.761,4.881,5.131,7.591
2026-02-18T13:09:16.841754,movement_doors_open_q2,2.804,2.836,3.06,-0.066,-0.824,4.799,11.045,2.886,4.507,4.187,5.661
2026-02-18T13:09:17.250498,movement_doors_open_q2,2.629,2.406,0.798,0.655,0.964,6.479,21.0,4.042,9.178,5.374,4.956
2026-02-18T13:09:17.660191,movement_doors_open_q2,2.651,2.999,1.241,4.954,33.351,15.629,99.0,12.031,21.505,8.992,16.355
2026-02-18T13:09:18.070007,movement_doors_open_q2,2.734,2.978,1.764,5.922,40.272,6.625,74.0,9.291,11.634,4.282,4.082
2026-02-18T13:09:18.479897,movement_doors_open_q2,3.035,2.633,1.649,0.383,-0.06,3.854,11.045,2.529,3.427,2.617,5.443
2026-02-18T13:09:18.805240,movement_doors_open_q2,2.864,2.067,0.977,-0.146,-0.965,10.015,22.0,5.963,13.021,5.208,11.735
2026-02-18T13:09:19.298828,movement_doors_open_q2,3.067,3.062,2.274,4.679,29.018,12.214,96.0,12.473,14.719,8.863,13.022
2026-02-18T13:09:19.710937,movement_doors_open_q2,2.755,2.675,2.363,1.74,8.486,7.587,35.0,5.357,9.695,3.703,9.282
2026-02-18T13:09:20.120366,movement_doors_open_q2,2.022,2.996,1.714,1.368,5.32,8.144,36.0,5.973,11.498,3.018,9.834
2026-02-18T13:09:20.529254,movement_doors_open_q2,2.587,2.801,1.199,3.091,17.616,7.645,42.0,5.734,8.81,3.962,10.049
2026-02-18T13:09:20.938356,movement_doors_open_q2,2.593,3.238,1.984,3.604,22.492,21.785,118.0,15.219,29.296,11.458,24.472
2026-02-18T13:09:21.271701,movement_doors_open_q2,2.75,2.298,0.777,5.891,41.406,12.318,90.0,10.651,17.054,7.801,12.107
2026-02-18T13:09:21.756397,movement_doors_open_q2,2.567,4.336,2.412,4.451,26.988,3.147,24.021,3.16,3.693,3.141,2.633
2026-02-18T13:09:22.121963,movement_doors_open_q2,3.101,2.61,2.137,-0.598,-0.876,10.764,18.974,5.844,10.805,5.583,15.67
