timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high,sc_amp_0,sc_amp_1,sc_amp_2,sc_amp_3,sc_amp_4,sc_amp_5,sc_amp_6,sc_amp_7,sc_amp_8,sc_amp_9,sc_amp_10,sc_amp_11,sc_amp_12,sc_amp_13,sc_amp_14,sc_amp_15,sc_amp_16,sc_amp_17,sc_amp_18,sc_amp_19,sc_amp_20,sc_amp_21,sc_amp_22,sc_amp_23,sc_amp_24,sc_amp_25,sc_amp_26,sc_amp_27,sc_amp_28,sc_amp_29,sc_amp_30,sc_amp_31,sc_amp_32,sc_amp_33,sc_amp_34,sc_amp_35,sc_amp_36,sc_amp_37,sc_amp_38,sc_amp_39,sc_amp_40,sc_amp_41,sc_amp_42,sc_amp_43,phase_mean,phase_std,phase_range,phase_diff_mean,phase_diff_std,phase_diff_range,phase_diff_skew
2026-03-13T11:48:31.145536,movement_hallway_0_1_1,3.199,1.021,0.382,5.925,40.348,8.086,108.0,13.771,15.777,6.183,2.561,9.06,9.85,9.9,9.85,11.0,10.2,11.18,11.31,10.77,12.0,13.15,13.6,14.21,13.93,15.03,13.93,14.87,13.93,14.0,15.23,15.56,1.0,2.24,3.61,1.41,1.0,1.41,1.0,0.0,1.0,0.0,1.0,1.41,1.0,0.0,0.0,1.41,1.0,1.0,2.24,1.0,2.0,3.16,4.24,0.2307,1.6809,6.1588,-0.0415,1.5028,8.4867,-2.8902
2026-03-13T11:48:31.208580,movement_hallway_0_1_1,3.246,1.011,0.348,6.029,41.517,9.466,108.0,13.491,16.89,6.666,5.053,12.0,13.34,12.53,12.04,11.4,12.0,12.08,13.6,13.6,14.87,13.15,13.34,12.21,12.21,12.17,13.15,15.65,14.87,14.87,15.03,14.32,4.0,2.83,2.0,2.83,3.61,4.12,4.0,3.0,2.24,1.41,2.83,2.83,2.83,3.0,3.16,1.41,2.0,3.61,5.0,6.4,6.71,8.06,6.0,0.5872,1.7955,5.8566,-0.0184,1.4776,7.7491,-3.323
2026-03-13T11:48:31.245718,movement_hallway_0_1_1,3.252,1.011,0.347,5.947,40.742,8.932,102.0,12.799,16.033,6.327,4.642,12.04,11.66,12.37,12.04,11.7,11.4,11.66,13.0,12.0,12.37,12.53,12.04,12.08,12.04,11.7,12.21,13.6,13.34,14.04,14.76,15.0,2.24,3.16,3.61,3.0,2.24,2.83,2.24,2.24,2.24,1.41,1.0,1.41,1.41,2.24,2.0,2.24,3.16,4.47,5.0,6.08,6.4,7.07,6.32,0.078,1.9162,6.2244,-0.0016,1.7354,10.308,-2.6077
2026-03-13T11:48:31.253429,movement_hallway_0_1_1,3.23,0.902,0.34,6.582,46.607,7.364,108.0,13.408,13.66,5.678,2.964,7.07,7.81,8.6,9.22,9.0,9.22,8.94,10.63,8.94,10.2,10.05,11.18,10.63,11.18,11.05,11.18,11.66,12.21,13.15,13.34,14.21,2.24,2.24,2.83,2.0,2.24,2.24,1.41,2.24,2.0,2.0,3.61,3.61,3.0,2.0,2.24,2.24,2.24,1.0,1.41,2.24,2.83,4.24,4.24,0.0804,1.9017,6.0645,-0.014,1.6471,11.2406,-2.0127
2026-03-13T11:48:31.351769,movement_hallway_0_1_1,3.223,0.893,0.336,6.396,44.796,8.161,112.0,13.965,14.802,6.416,3.488,8.06,8.06,8.25,9.43,9.22,9.43,10.05,11.05,11.18,12.04,12.21,12.65,12.04,13.42,12.04,13.0,14.0,14.32,14.14,14.87,15.13,3.61,2.83,3.16,2.0,2.0,2.83,2.24,3.16,2.0,3.0,2.24,1.41,1.41,1.0,2.24,2.24,2.83,3.16,3.61,3.0,3.16,4.12,4.47,-0.0691,1.851,6.1925,-0.0258,1.381,6.8783,-3.7766
2026-03-13T11:48:31.368749,movement_hallway_0_1_1,3.23,0.893,0.322,6.383,44.604,8.19,116.0,14.513,15.062,6.704,3.05,9.22,9.22,9.49,10.0,9.85,10.0,9.43,11.4,11.4,11.66,12.04,11.7,12.17,12.53,13.89,13.93,16.0,15.65,14.87,15.81,16.12,3.0,2.83,2.83,2.24,2.24,2.83,3.61,4.12,4.12,4.12,4.47,3.61,3.16,2.24,3.16,2.24,2.24,2.24,2.24,2.24,2.24,1.41,2.24,-0.1145,1.8178,6.0645,0.0245,1.4401,8.0158,-3.6547
2026-03-13T11:48:31.371763,movement_hallway_0_1_1,3.064,0.893,0.362,6.477,45.422,7.748,109.0,13.573,13.062,7.089,3.304,6.4,7.21,6.32,8.25,6.71,7.81,8.6,9.22,8.25,9.43,10.63,10.77,12.17,12.37,12.81,13.6,15.52,14.04,15.26,15.62,15.52,4.47,4.0,4.12,4.47,4.24,4.47,5.0,5.1,4.47,4.24,4.12,3.0,4.12,2.83,2.24,3.0,3.16,2.83,2.83,3.16,2.83,2.0,3.0,-0.0355,1.9534,6.0382,-0.0456,1.4971,8.1757,-3.3192
2026-03-13T11:48:31.371763,movement_hallway_0_1_1,3.069,0.887,0.347,6.583,46.563,6.544,104.0,12.987,12.422,5.203,2.213,6.4,6.4,6.71,8.06,8.06,7.62,8.6,10.0,8.54,10.0,9.22,9.85,9.22,10.44,10.05,10.77,12.04,11.66,12.04,12.37,12.81,2.0,2.24,1.41,1.0,1.0,1.0,1.41,2.24,1.41,1.0,2.0,2.24,2.24,1.41,1.41,1.41,1.41,1.41,1.41,1.41,2.24,2.24,2.0,0.0197,1.9247,6.1588,-0.0035,1.2475,6.8199,-4.057
2026-03-13T11:48:31.429108,movement_hallway_0_1_1,3.082,0.896,0.361,6.508,45.864,7.138,107.0,13.356,13.166,6.142,2.336,7.07,7.21,7.07,7.07,8.06,7.07,7.62,9.22,8.06,9.43,9.9,11.18,11.18,11.4,11.4,11.4,13.93,14.0,13.42,14.14,12.65,3.61,4.47,4.0,4.12,2.24,2.24,2.0,2.0,1.0,1.0,1.41,0.0,1.0,1.41,1.41,1.41,1.0,1.41,1.41,1.0,2.83,1.41,3.0,-0.0967,1.7578,6.118,-0.0541,1.5556,8.4742,-2.8635
2026-03-13T11:48:31.469220,movement_hallway_0_1_1,3.135,1.044,0.389,6.52,45.99,7.936,112.0,13.909,14.172,6.401,3.449,8.06,9.06,8.25,8.49,8.6,7.28,8.0,9.49,9.22,10.3,8.54,12.04,10.3,13.45,13.0,12.04,13.34,15.56,13.89,15.03,15.26,4.12,2.24,1.0,3.61,2.24,5.0,3.16,4.47,3.16,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,1.0,4.47,3.0,4.12,3.61,3.16,-0.0922,1.859,6.1588,0.0303,1.8994,11.1493,-1.6155
