timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high,sc_amp_0,sc_amp_1,sc_amp_2,sc_amp_3,sc_amp_4,sc_amp_5,sc_amp_6,sc_amp_7,sc_amp_8,sc_amp_9,sc_amp_10,sc_amp_11,sc_amp_12,sc_amp_13,sc_amp_14,sc_amp_15,sc_amp_16,sc_amp_17,sc_amp_18,sc_amp_19,sc_amp_20,sc_amp_21,sc_amp_22,sc_amp_23,sc_amp_24,sc_amp_25,sc_amp_26,sc_amp_27,sc_amp_28,sc_amp_29,sc_amp_30,sc_amp_31,sc_amp_32,sc_amp_33,sc_amp_34,sc_amp_35,sc_amp_36,sc_amp_37,sc_amp_38,sc_amp_39,sc_amp_40,sc_amp_41,sc_amp_42,sc_amp_43,phase_mean,phase_std,phase_range,phase_diff_mean,phase_diff_std,phase_diff_range,phase_diff_skew
2026-03-13T11:40:04.493614,movement_hallway_0_1_0,3.037,0.33,0.049,6.423,45.29,9.222,107.0,13.116,16.536,6.159,5.163,12.17,11.18,11.31,11.7,11.05,11.7,12.04,12.53,12.04,13.6,13.04,13.6,13.34,13.15,13.04,13.45,13.93,13.04,12.65,12.81,11.18,5.0,4.47,5.1,4.12,3.61,3.61,3.0,4.0,2.83,3.16,3.0,3.61,5.0,4.12,5.1,4.47,4.47,6.08,5.1,5.83,5.83,6.08,6.08,-0.2194,1.7179,6.0309,0.0434,1.5122,8.9457,-3.1419
2026-03-13T11:40:04.493614,movement_hallway_0_1_0,3.037,0.33,0.049,7.279,53.67,6.3,100.0,12.075,11.628,3.238,4.135,7.81,7.28,7.0,6.71,6.4,5.83,6.08,7.07,7.21,6.4,7.62,8.06,7.07,8.06,6.4,6.71,7.07,7.07,6.71,7.07,6.32,3.0,2.83,3.16,2.0,1.41,2.24,3.0,2.24,3.61,3.0,3.0,3.61,4.24,3.16,4.0,3.16,2.83,3.61,3.0,3.16,4.24,4.12,4.0,0.0666,1.7705,6.1413,-0.0517,1.4747,6.8236,-3.4426
2026-03-13T11:40:04.494609,movement_hallway_0_1_0,3.027,0.33,0.05,6.826,49.204,7.294,99.0,12.063,13.703,3.458,4.839,8.06,8.54,8.06,10.44,9.22,8.6,9.49,10.0,8.54,9.9,10.63,10.77,10.0,8.54,8.6,7.81,7.62,8.0,7.62,7.07,7.62,2.24,2.24,1.0,2.0,2.83,2.24,3.16,3.16,3.61,2.83,4.12,3.16,4.24,2.24,2.0,3.0,2.24,4.12,3.0,4.47,5.66,5.39,7.07,0.0863,1.8057,6.0049,-0.028,1.4038,7.0316,-3.6489
2026-03-13T11:40:04.494609,movement_hallway_0_1_0,3.027,0.33,0.051,7.053,51.415,6.724,107.0,13.054,12.929,3.194,4.17,10.0,9.43,9.22,9.0,8.54,7.81,7.21,7.07,7.07,7.28,6.4,6.71,6.08,7.28,7.21,6.4,7.62,7.0,7.28,7.21,7.81,1.41,1.0,2.0,1.0,2.0,1.0,1.0,1.41,0.0,1.0,1.41,2.24,2.24,3.0,3.0,3.16,3.61,4.47,5.1,6.0,5.39,5.0,5.83,0.1345,2.0162,6.0858,0.0265,1.7013,9.8075,-2.4144
2026-03-13T11:40:04.494609,movement_hallway_0_1_0,2.977,0.318,0.05,7.075,51.631,6.369,108.0,13.217,12.828,2.58,3.82,9.06,8.94,8.49,8.54,8.0,7.28,7.21,7.21,7.07,7.07,7.62,6.4,7.62,7.0,7.28,6.4,7.81,6.32,6.0,6.32,6.4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.24,2.83,2.83,3.16,4.12,3.61,5.0,5.1,5.0,5.83,0.2471,2.0315,6.0049,0.0477,1.6066,9.3116,-2.7179
2026-03-13T11:40:04.494609,movement_hallway_0_1_0,2.948,0.301,0.048,7.243,53.28,5.842,109.0,13.316,11.937,2.866,2.865,7.28,7.21,7.07,7.28,6.0,6.71,5.66,7.62,7.07,7.62,6.4,7.21,7.28,7.07,7.21,7.07,8.06,7.07,8.06,6.71,6.4,1.41,1.0,0.0,0.0,0.0,1.0,1.0,1.41,1.41,2.24,1.41,2.24,2.24,2.24,2.24,2.0,1.41,2.24,2.24,2.24,3.0,3.16,3.61,-0.3768,1.868,6.1413,0.0505,1.4812,11.3608,-1.4829
2026-03-13T11:40:04.496611,movement_hallway_0_1_0,2.948,0.301,0.048,6.452,45.632,8.402,103.0,12.667,15.387,4.384,5.571,12.04,10.82,10.2,11.05,9.85,9.22,10.3,11.05,10.2,11.66,11.31,11.18,11.05,11.18,10.82,10.63,11.18,11.05,10.2,10.82,9.43,1.41,1.0,1.0,1.41,2.24,2.0,2.0,2.24,3.61,2.83,3.61,3.16,3.16,4.12,3.16,4.24,4.47,4.0,5.1,5.83,6.4,7.28,7.0,0.0822,1.9374,6.2,-0.0546,1.4829,8.179,-3.3647
2026-03-13T11:40:04.701394,movement_hallway_0_1_0,3.001,0.312,0.053,6.105,42.408,9.206,100.0,12.37,16.446,4.348,6.933,13.45,13.42,13.15,13.15,12.08,12.81,12.21,12.65,12.0,12.37,11.66,10.63,10.77,10.0,9.49,10.0,10.0,9.49,9.06,9.85,9.9,2.0,2.24,2.24,1.41,2.24,2.0,2.0,2.24,2.24,3.16,3.0,3.0,3.16,5.0,4.24,5.39,6.0,7.07,7.62,8.6,9.22,9.85,10.05,0.1558,1.7949,6.1413,-0.0,1.3423,6.8741,-3.9986
2026-03-13T11:40:04.735648,movement_hallway_0_1_0,2.996,0.301,0.053,6.559,46.686,9.194,110.0,13.427,16.213,4.066,7.388,12.0,11.7,10.63,11.66,11.18,10.05,10.3,10.63,10.77,11.18,11.05,11.18,11.31,10.77,10.05,10.2,10.0,9.22,8.54,9.06,8.94,1.0,1.41,1.41,2.24,2.24,3.16,3.0,3.16,4.24,4.47,4.12,5.0,5.1,5.0,5.0,5.39,6.0,6.71,7.07,7.62,8.06,9.22,10.0,0.1142,1.848,6.2064,-0.0421,1.4425,6.7981,-3.7406
2026-03-13T11:40:04.737700,movement_hallway_0_1_0,2.996,0.301,0.053,1.754,9.05,6.92,30.0,4.459,10.464,3.853,6.463,11.05,10.0,9.22,8.94,8.54,8.54,9.43,10.05,9.9,9.22,8.94,8.94,8.25,7.62,8.25,8.6,9.06,7.81,8.06,8.06,7.62,2.24,2.24,2.24,2.24,3.0,3.61,4.12,4.12,3.61,4.12,3.61,4.0,4.24,5.1,5.39,5.83,6.08,6.4,6.08,5.83,7.07,7.62,8.54,0.0135,1.8758,6.1835,-0.0596,1.9691,6.633,-2.3956
2026-03-13T11:40:04.737700,movement_hallway_0_1_0,3.019,0.331,0.055,7.125,52.193,7.337,103.0,12.41,12.25,3.914,5.913,7.07,7.62,7.07,7.21,7.28,7.07,6.32,6.71,6.4,7.62,7.07,7.28,8.06,8.49,8.54,8.06,8.54,8.6,9.22,9.49,9.0,1.0,1.41,2.24,2.0,2.24,2.24,3.61,3.16,4.0,5.1,5.0,4.24,5.0,5.1,5.0,5.1,5.0,5.83,6.08,6.0,5.83,6.4,7.62,0.0117,1.8326,6.0858,0.0504,1.2346,6.8712,-4.2965
2026-03-13T11:40:04.737700,movement_hallway_0_1_0,2.987,0.349,0.056,6.589,47.037,8.47,100.0,12.17,14.554,4.454,6.497,10.44,9.43,9.9,10.3,10.2,10.0,10.44,10.82,10.63,11.18,10.2,11.05,9.85,9.9,9.85,10.05,10.05,10.3,9.22,9.49,9.06,1.41,2.24,3.16,2.0,3.16,2.24,2.83,2.24,3.0,2.83,2.83,3.61,4.12,4.0,4.47,5.0,5.83,7.28,8.0,8.25,8.6,9.22,8.94,0.0941,1.7834,6.0382,-0.0068,1.3381,6.8236,-3.9919
2026-03-13T11:40:04.738721,movement_hallway_0_1_0,2.958,0.349,0.056,6.572,46.891,8.358,96.0,11.661,14.228,4.172,6.751,10.3,9.9,10.3,10.2,10.0,10.2,10.3,10.63,10.3,10.44,11.0,9.49,9.43,10.0,9.49,9.0,9.49,8.6,8.6,9.49,9.0,2.24,2.24,3.0,2.24,2.24,2.83,2.24,2.0,2.83,3.61,4.12,4.0,4.12,5.0,5.0,5.39,6.0,8.25,8.06,7.81,9.43,8.54,10.0,0.0505,1.7834,6.0858,-0.0016,1.3321,6.8712,-4.0173
2026-03-13T11:40:04.753889,movement_hallway_0_1_0,2.99,0.331,0.055,6.639,47.418,7.334,99.0,12.164,13.872,3.836,4.433,8.6,9.22,9.06,9.49,9.43,8.6,9.49,10.0,10.2,10.3,10.63,9.43,10.2,10.05,9.85,9.22,9.43,9.22,8.06,8.06,7.81,2.24,2.24,2.0,2.0,2.24,1.41,1.41,1.0,1.41,2.0,1.0,1.41,1.41,1.41,2.24,2.0,3.16,3.61,5.0,5.83,6.08,6.0,7.62,0.0361,1.7033,6.0858,-0.0223,1.2824,6.8712,-3.9541
2026-03-13T11:40:04.753889,movement_hallway_0_1_0,2.965,0.314,0.055,6.682,47.856,7.92,103.0,12.59,14.311,3.99,5.572,9.9,9.85,9.06,9.22,9.43,9.22,9.85,10.2,10.05,10.44,10.82,10.0,9.49,10.0,9.49,9.43,10.0,9.49,9.0,8.54,8.49,1.0,1.0,1.41,1.41,2.24,2.83,2.24,2.24,3.0,2.24,2.83,3.16,3.0,3.0,3.16,3.61,4.12,4.12,5.83,6.4,7.21,7.07,8.0,-0.0588,1.8554,6.1835,-0.0264,1.395,7.5569,-3.7093
2026-03-13T11:40:04.820786,movement_hallway_0_1_0,2.984,0.313,0.054,7.03,51.215,6.669,100.0,12.161,12.154,3.348,4.604,9.06,9.06,7.62,7.81,7.62,7.07,7.07,7.62,6.4,7.21,6.32,6.0,6.32,7.07,8.06,7.28,8.0,8.25,8.06,7.81,8.54,0.0,1.41,1.0,1.0,1.0,1.0,1.0,2.24,3.16,3.16,3.61,3.61,4.24,3.16,3.16,3.0,3.61,3.61,5.39,5.1,5.0,5.39,5.66,-0.1297,1.9066,6.0382,0.0458,1.5745,9.5016,-2.6948
2026-03-13T11:40:04.903901,movement_hallway_0_1_0,3.002,0.313,0.055,6.866,49.601,6.799,103.0,12.631,12.757,3.897,3.883,8.49,8.6,8.25,9.0,7.28,8.06,7.81,7.62,8.06,8.06,8.06,7.81,7.62,8.0,8.54,9.22,9.43,9.22,10.05,9.85,9.22,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.24,2.24,3.0,3.16,3.61,3.61,4.12,5.1,5.1,5.0,5.0,6.08,0.0139,2.0211,6.1835,0.0296,1.8081,10.6772,-1.9226
