timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high,sc_amp_0,sc_amp_1,sc_amp_2,sc_amp_3,sc_amp_4,sc_amp_5,sc_amp_6,sc_amp_7,sc_amp_8,sc_amp_9,sc_amp_10,sc_amp_11,sc_amp_12,sc_amp_13,sc_amp_14,sc_amp_15,sc_amp_16,sc_amp_17,sc_amp_18,sc_amp_19,sc_amp_20,sc_amp_21,sc_amp_22,sc_amp_23,sc_amp_24,sc_amp_25,sc_amp_26,sc_amp_27,sc_amp_28,sc_amp_29,sc_amp_30,sc_amp_31,sc_amp_32,sc_amp_33,sc_amp_34,sc_amp_35,sc_amp_36,sc_amp_37,sc_amp_38,sc_amp_39,sc_amp_40,sc_amp_41,sc_amp_42,sc_amp_43,phase_mean,phase_std,phase_range,phase_diff_mean,phase_diff_std,phase_diff_range,phase_diff_skew
2026-03-13T11:49:59.435137,baseline_1_1_0,3.213,0.338,0.055,5.014,32.61,11.127,99.0,12.729,19.396,6.537,7.614,16.28,15.03,14.32,15.62,15.26,15.81,15.0,16.49,15.26,15.62,14.76,16.28,15.13,15.23,14.87,15.26,16.28,15.3,14.76,15.62,15.52,1.41,2.0,1.0,2.0,2.83,2.83,3.16,2.0,1.41,3.16,3.16,3.16,4.12,4.24,4.47,5.1,5.83,6.4,7.81,9.49,9.06,11.18,11.66,0.1826,1.8066,6.1033,-0.0172,1.4237,7.609,-3.6521
2026-03-13T11:49:59.483749,baseline_1_1_0,3.218,0.338,0.055,5.777,39.356,10.725,113.0,14.18,19.192,6.077,7.079,14.87,13.93,14.0,13.6,13.6,13.89,14.56,15.03,14.32,14.87,15.26,15.3,15.13,15.26,14.21,14.32,16.03,13.0,14.14,14.87,15.0,1.41,1.0,1.0,1.0,1.41,2.24,2.0,2.24,3.61,3.16,3.0,4.12,4.12,3.61,5.1,6.0,5.39,5.83,7.28,7.07,8.54,9.22,9.85,0.0968,1.7858,6.2166,-0.0292,1.5515,9.0799,-2.8588
2026-03-13T11:49:59.528334,baseline_1_1_0,3.207,0.336,0.052,5.802,39.585,10.86,114.0,14.28,19.171,6.537,7.054,16.49,15.26,14.87,14.87,14.0,13.6,13.6,15.0,14.32,14.04,13.93,13.45,13.04,13.0,13.42,14.87,16.12,15.3,15.13,15.81,15.26,1.0,1.41,2.0,2.24,3.16,3.16,2.0,2.24,1.41,1.41,3.61,4.12,4.0,5.39,4.24,5.1,6.08,6.32,7.81,8.6,9.49,10.05,9.49,-0.1039,1.9172,6.1506,0.0149,1.698,8.9279,-2.9136
2026-03-13T11:49:59.580327,baseline_1_1_0,3.179,0.304,0.048,5.732,38.977,11.046,112.0,14.029,19.278,6.37,7.651,13.93,14.14,13.89,16.28,14.04,15.23,14.14,16.12,14.32,15.13,14.87,14.21,14.76,15.13,14.32,13.04,15.0,14.32,15.03,14.32,16.4,1.41,1.0,2.24,2.24,2.24,3.61,3.61,2.24,4.12,4.47,3.61,3.0,4.0,4.12,5.0,4.12,5.1,6.4,7.81,8.54,9.06,10.77,12.81,-0.0205,1.865,6.0265,-0.0115,1.6686,9.8364,-2.7033
2026-03-13T11:49:59.581389,baseline_1_1_0,3.197,0.306,0.049,5.704,38.7,10.395,106.0,13.307,18.367,6.135,6.851,14.14,14.32,14.42,13.04,13.34,14.04,14.87,15.81,15.0,13.93,14.04,14.32,13.42,13.04,13.6,13.04,14.87,14.21,14.42,15.3,14.32,1.0,1.0,3.16,3.0,2.0,2.83,2.83,2.24,2.0,2.24,3.16,4.12,4.12,4.47,3.61,4.12,4.47,6.71,7.21,8.54,9.0,9.22,9.43,0.3047,1.8394,6.0645,-0.0149,1.46,7.6353,-3.4067
2026-03-13T11:49:59.600672,baseline_1_1_0,3.165,0.306,0.047,7.143,52.317,6.312,107.0,13.054,12.232,3.107,3.722,7.28,7.07,7.62,7.81,7.62,7.28,8.0,8.54,7.81,8.6,7.62,7.0,8.25,7.21,7.21,7.28,8.0,6.71,7.07,7.28,7.0,0.0,0.0,1.0,1.0,1.0,2.24,1.41,1.41,1.0,2.0,1.41,2.24,2.24,2.0,2.24,1.41,2.24,3.16,3.61,4.24,4.12,5.0,6.32,0.192,1.8996,5.9614,-0.0216,1.4452,6.7468,-3.7163
2026-03-13T11:49:59.651734,baseline_1_1_0,3.188,0.306,0.047,5.696,38.614,11.028,113.0,14.201,19.652,6.364,7.247,14.42,15.0,14.87,17.03,15.81,14.42,15.81,15.81,14.04,15.65,14.21,14.76,14.14,14.32,14.21,13.04,15.3,14.14,14.42,16.4,15.3,1.0,1.41,1.41,2.83,2.24,2.24,3.61,2.24,3.16,3.61,3.16,3.0,4.0,3.61,5.39,5.1,5.83,5.0,8.06,8.06,9.06,9.85,11.31,-0.0629,1.8706,6.1001,-0.0077,1.6424,8.7261,-2.9808
2026-03-13T11:49:59.703231,baseline_1_1_0,3.184,0.306,0.047,7.184,52.707,6.305,108.0,13.161,12.089,3.5,3.46,8.54,8.06,7.07,7.62,7.81,6.71,7.07,6.08,6.4,6.4,6.32,7.0,6.71,7.07,7.62,8.06,8.06,8.06,7.81,8.94,8.06,1.41,1.41,1.41,1.0,1.0,1.41,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.16,2.83,3.61,3.16,3.0,4.12,4.24,3.61,4.47,4.0,-0.2043,1.9831,6.1588,0.04,1.5955,9.9615,-2.5999
2026-03-13T11:49:59.721151,baseline_1_1_0,3.044,0.277,0.042,5.623,37.962,10.982,111.0,13.985,19.517,6.544,7.07,15.81,15.62,15.81,14.87,15.13,15.81,13.6,14.21,15.52,15.03,13.6,13.45,14.42,13.04,14.32,13.89,14.21,15.52,15.03,16.12,17.69,1.0,2.24,2.0,2.0,2.0,3.16,2.24,1.0,2.0,2.24,3.0,5.1,2.83,5.0,5.39,5.0,6.32,7.21,7.21,9.85,9.0,10.44,10.0,0.1906,1.959,6.2166,0.0179,1.7044,10.6738,-2.2818
2026-03-13T11:49:59.736345,baseline_1_1_0,3.044,0.277,0.042,5.998,41.402,10.251,113.0,14.077,18.148,6.012,6.76,14.04,13.93,13.45,13.04,13.15,12.17,11.66,13.45,12.65,13.04,13.15,13.04,13.6,14.32,13.15,13.93,15.56,14.76,14.32,14.56,14.21,2.24,1.41,1.41,1.41,1.41,2.0,1.41,1.0,2.24,2.24,3.16,4.0,5.1,5.39,4.47,5.0,5.1,6.32,7.07,7.81,8.54,9.0,9.85,-0.1222,1.836,6.1305,0.0421,1.5296,9.198,-3.041
2026-03-13T11:49:59.794815,baseline_1_1_0,3.192,0.263,0.044,7.106,51.946,6.047,101.0,12.331,11.729,3.031,3.502,7.07,7.07,6.71,7.07,7.62,7.28,8.06,7.28,7.81,7.81,7.62,8.06,7.28,7.21,6.4,6.71,8.06,7.28,6.4,7.21,7.07,0.0,1.0,1.0,1.0,1.41,1.41,2.24,1.0,1.0,1.41,1.0,1.0,1.0,1.41,2.24,2.0,2.24,2.83,3.61,4.12,5.1,5.1,5.83,0.0696,1.8601,6.1588,-0.0179,1.4088,7.4592,-3.6484
2026-03-13T11:49:59.939471,baseline_1_1_0,3.192,0.263,0.044,5.486,36.76,10.701,103.0,13.003,18.606,6.343,7.315,15.0,14.87,14.32,14.04,13.93,13.42,14.87,16.12,15.3,15.03,14.87,13.6,13.6,14.14,13.34,13.89,15.62,14.76,14.04,14.87,14.42,2.0,1.41,3.0,2.24,2.24,3.16,3.0,3.0,2.24,3.16,3.16,4.24,2.83,4.47,4.0,3.61,5.0,6.71,8.0,9.06,10.82,9.9,10.3,0.1993,1.8524,6.1725,-0.0047,1.4456,7.2797,-3.7106
2026-03-13T11:49:59.939471,baseline_1_1_0,3.192,0.262,0.044,7.124,52.131,6.15,104.0,12.697,11.951,3.003,3.617,7.28,7.0,6.32,7.07,7.21,7.28,7.07,7.28,8.06,8.49,8.06,8.25,7.07,7.62,7.07,6.71,7.07,7.28,7.21,7.21,7.07,0.0,0.0,1.0,1.0,1.41,1.41,2.24,1.0,1.0,1.41,1.41,1.0,2.0,2.0,1.41,2.24,2.0,3.16,4.24,3.61,5.1,5.0,5.39,0.0307,1.8428,6.1413,-0.0216,1.4083,6.8532,-3.7288
2026-03-13T11:49:59.940615,baseline_1_1_0,2.931,0.262,0.052,5.183,34.011,10.757,99.0,12.658,18.744,6.673,7.03,15.26,15.3,15.0,15.23,15.0,14.21,13.0,14.14,12.37,14.42,14.14,14.32,14.04,14.32,14.42,14.14,15.23,16.03,15.52,17.2,16.4,2.24,3.0,2.0,2.24,1.0,1.0,2.0,1.41,2.0,3.16,3.16,3.0,4.47,5.0,5.83,6.32,7.07,7.07,7.21,7.81,8.54,9.0,9.22,-0.0661,1.8648,6.0978,0.0358,1.4868,8.6899,-3.3008
2026-03-13T11:49:59.940615,baseline_1_1_0,2.92,0.256,0.052,5.415,36.146,10.812,102.0,12.897,18.807,6.345,7.446,14.87,14.42,14.42,14.87,15.13,13.34,13.89,16.28,14.32,16.28,15.0,15.52,13.45,15.26,14.14,13.04,14.32,14.87,14.76,15.13,13.93,1.41,1.0,2.24,3.16,3.61,3.61,3.16,2.0,2.83,3.61,3.0,3.61,3.61,5.0,4.12,3.16,5.66,6.71,9.22,9.0,10.2,10.82,10.82,0.0608,1.8718,6.0858,-0.0099,1.4797,8.442,-3.4028
