timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high,sc_amp_0,sc_amp_1,sc_amp_2,sc_amp_3,sc_amp_4,sc_amp_5,sc_amp_6,sc_amp_7,sc_amp_8,sc_amp_9,sc_amp_10,sc_amp_11,sc_amp_12,sc_amp_13,sc_amp_14,sc_amp_15,sc_amp_16,sc_amp_17,sc_amp_18,sc_amp_19,sc_amp_20,sc_amp_21,sc_amp_22,sc_amp_23,sc_amp_24,sc_amp_25,sc_amp_26,sc_amp_27,sc_amp_28,sc_amp_29,sc_amp_30,sc_amp_31,sc_amp_32,sc_amp_33,sc_amp_34,sc_amp_35,sc_amp_36,sc_amp_37,sc_amp_38,sc_amp_39,sc_amp_40,sc_amp_41,sc_amp_42,sc_amp_43,phase_mean,phase_std,phase_range,phase_diff_mean,phase_diff_std,phase_diff_range,phase_diff_skew
2026-03-13T11:33:34.972593,baseline_1_0_0,2.844,0.241,0.036,7.182,52.705,6.829,108.0,13.094,12.58,3.48,4.535,7.62,8.0,7.28,7.81,7.21,6.32,7.07,7.62,7.07,8.06,8.25,8.06,7.62,8.49,7.62,8.06,9.06,7.62,8.49,7.62,7.0,2.0,1.41,2.0,1.41,1.0,2.0,1.41,2.24,3.0,2.24,3.61,3.61,3.16,4.0,3.16,3.61,3.61,4.0,4.12,4.24,4.47,5.1,5.1,-0.0639,1.7655,6.1725,-0.0478,1.4898,6.8336,-3.379
2026-03-13T11:33:34.974593,baseline_1_0_0,2.844,0.241,0.036,5.558,37.492,11.31,103.0,12.859,18.927,6.568,8.565,15.03,14.56,13.6,14.42,14.56,14.0,13.6,14.42,14.42,14.87,15.0,13.34,14.76,14.21,14.56,15.0,16.76,14.42,14.42,14.56,14.14,2.0,3.16,2.83,3.0,3.16,3.61,4.12,4.0,4.47,4.47,6.08,7.0,5.1,6.4,5.83,6.08,6.08,7.21,7.81,8.54,10.0,10.44,11.4,0.1409,1.7496,6.0858,-0.0398,1.4372,6.8418,-3.6735
2026-03-13T11:33:35.023971,baseline_1_0_0,2.844,0.241,0.036,5.292,35.122,11.587,100.0,12.59,19.316,6.712,8.862,15.52,15.26,14.87,14.87,14.04,14.14,13.89,14.87,14.76,16.28,15.03,15.81,15.0,14.42,15.3,15.0,16.76,15.81,15.0,14.56,15.13,2.24,3.0,2.24,3.61,4.12,4.0,4.12,3.61,4.47,4.12,5.39,6.4,6.4,7.28,6.0,5.83,6.4,6.71,9.06,9.22,10.3,9.9,12.08,0.082,1.8186,6.2166,-0.0341,1.4447,6.7468,-3.8077
2026-03-13T11:33:35.069237,baseline_1_0_0,2.844,0.241,0.036,5.611,38.01,12.414,111.0,13.782,20.51,7.265,9.601,16.12,16.28,15.65,16.0,14.87,14.42,14.42,15.81,15.13,17.09,15.0,15.26,15.52,16.28,16.64,14.87,16.55,17.03,16.28,15.81,14.76,3.61,3.16,4.24,4.12,4.12,4.24,3.61,4.12,5.0,5.83,7.07,6.08,7.62,7.81,8.54,7.07,6.71,9.22,8.94,10.2,11.4,11.66,12.81,-0.1236,1.7338,5.9761,0.05,1.2795,6.8859,-3.8989
2026-03-13T11:33:35.114822,baseline_1_0_0,2.958,0.253,0.031,7.092,51.833,6.907,102.0,12.356,12.427,3.645,4.752,8.25,8.06,6.71,7.07,7.21,7.07,7.07,7.62,7.07,8.06,8.25,8.0,8.54,7.81,8.06,8.25,9.0,8.54,8.6,8.06,7.07,1.41,1.0,1.41,2.0,2.83,2.24,3.16,3.16,3.61,2.83,3.61,3.0,3.16,3.61,3.61,3.16,3.16,3.16,4.24,4.47,5.0,5.39,6.4,-0.0119,1.7937,6.1588,-0.0434,1.4314,6.7098,-3.5341
2026-03-13T11:33:35.165148,baseline_1_0_0,2.97,0.26,0.031,5.413,36.262,12.34,107.0,13.38,20.31,7.294,9.549,16.49,16.12,15.62,15.81,16.03,16.49,15.81,16.28,14.56,15.03,15.52,15.0,14.21,14.56,15.13,14.32,15.56,16.16,16.03,17.72,15.81,3.61,4.47,3.61,3.16,4.12,4.24,3.16,5.1,4.47,5.0,4.0,5.1,5.83,7.62,7.07,8.06,8.25,9.22,10.3,10.77,11.7,12.53,13.6,-0.1634,1.8915,6.1001,0.0213,1.4552,7.8587,-3.7014
2026-03-13T11:33:35.215694,baseline_1_0_0,2.966,0.241,0.03,-0.176,-0.37,10.79,29.0,6.181,16.184,7.167,9.1,14.87,15.03,15.0,15.52,15.65,14.76,15.3,14.87,15.03,15.62,14.56,15.23,15.23,15.81,16.12,15.03,16.28,15.03,14.21,15.03,15.62,3.0,3.0,4.47,5.1,5.0,5.1,5.0,3.16,3.61,5.39,5.83,6.08,7.21,7.28,6.71,6.32,6.71,8.25,8.94,10.3,12.17,12.81,13.0,-0.0529,1.8854,6.118,-0.0182,2.1454,8.5256,-2.171
2026-03-13T11:33:35.269014,baseline_1_0_0,2.957,0.241,0.03,7.184,52.728,6.814,108.0,13.094,12.639,3.374,4.538,7.21,7.07,7.07,7.21,7.81,6.71,7.0,7.28,7.21,8.06,7.28,8.0,8.54,8.6,8.06,7.62,9.0,7.62,7.81,8.06,7.0,2.0,2.24,1.41,1.0,1.0,1.0,2.24,2.0,3.0,3.0,3.16,3.61,3.61,4.0,4.12,3.61,4.47,3.16,4.12,3.61,4.24,4.12,6.08,0.135,1.8037,5.9614,-0.0497,1.502,7.5322,-3.2804
2026-03-13T11:33:35.271836,baseline_1_0_0,2.745,0.243,0.037,5.594,37.836,12.185,111.0,13.828,20.299,7.358,9.048,17.03,16.49,16.64,16.4,15.23,14.0,15.23,16.64,16.4,16.76,13.04,15.52,13.45,15.23,15.0,14.56,16.12,17.2,15.81,16.0,16.12,3.16,3.16,3.16,5.0,6.08,4.12,5.1,2.24,4.47,4.47,2.83,6.08,7.0,8.25,6.32,5.83,8.06,7.07,11.18,10.82,10.82,12.04,12.17,0.0117,1.9187,6.1413,0.0087,1.7035,9.8709,-2.6811
2026-03-13T11:33:35.324788,baseline_1_0_0,2.723,0.26,0.037,7.243,53.323,6.825,108.0,13.058,12.378,3.62,4.584,8.6,8.25,8.0,8.25,7.81,8.6,8.25,8.0,7.28,8.06,7.81,6.71,7.0,6.71,6.4,6.71,8.0,7.28,6.4,8.06,8.06,1.41,2.24,2.0,2.24,3.61,3.16,3.16,2.24,2.24,2.24,2.24,2.83,2.24,3.0,3.0,2.83,3.61,5.1,5.1,5.39,6.4,6.4,6.32,0.0779,1.9517,6.0858,-0.0,1.7546,10.9157,-2.3388
