timestamp,label,entropy_turb,iqr_turb,variance_turb,skewness,kurtosis,amp_mean,amp_range,amp_std,amp_mean_low,amp_mean_mid,amp_mean_high
2026-02-13T11:14:49.697721,movement_doors_open_q1,2.524,1.279,0.257,-0.181,3.057,17.579,48.0,7.957,18.468,10.925,23.082
2026-02-13T11:14:50.108101,movement_doors_open_q1,2.767,1.402,0.276,1.682,10.997,15.49,59.0,8.177,16.863,9.488,19.909
2026-02-13T11:14:50.517517,movement_doors_open_q1,2.88,0.877,0.136,-1.304,1.767,18.495,36.0,7.454,20.061,11.36,23.81
2026-02-13T11:14:50.926505,movement_doors_open_q1,3.144,1.041,0.259,1.315,11.911,15.752,55.0,7.363,17.792,11.039,18.304
2026-02-13T11:14:51.337098,movement_doors_open_q1,2.663,1.204,0.226,-1.361,2.696,19.4,41.0,7.61,21.462,12.649,23.874
2026-02-13T11:14:51.745317,movement_doors_open_q1,2.941,1.051,0.217,-1.213,2.006,18.265,38.0,7.383,19.171,11.841,23.53
2026-02-13T11:14:52.155590,movement_doors_open_q1,2.889,1.271,0.333,-0.304,2.922,17.046,45.0,7.554,19.437,9.875,21.609
2026-02-13T11:14:52.566604,movement_doors_open_q1,3.21,0.749,0.137,2.372,17.398,14.754,59.0,7.516,17.134,10.081,16.942
2026-02-13T11:14:52.958371,movement_doors_open_q1,3.058,1.036,0.246,-0.889,1.338,17.354,38.0,7.432,17.57,11.057,23.158
2026-02-13T11:14:53.307151,movement_doors_open_q1,2.41,1.514,0.241,-0.977,1.454,17.237,37.0,7.272,17.733,10.877,22.834
2026-02-13T11:14:53.795378,movement_doors_open_q1,3.181,0.76,0.161,-0.128,3.283,16.661,46.0,7.546,16.535,11.202,21.991
2026-02-13T11:14:54.204990,movement_doors_open_q1,3.059,0.745,0.122,-0.64,2.905,16.852,42.0,7.135,17.267,11.308,21.749
2026-02-13T11:14:54.612890,movement_doors_open_q1,2.938,0.717,0.092,-0.916,1.701,17.566,39.0,7.404,18.064,11.098,23.265
2026-02-13T11:14:55.124744,movement_doors_open_q1,3.097,0.693,0.109,-1.163,1.809,17.422,36.0,7.112,18.683,10.802,22.539
2026-02-13T11:14:55.535405,movement_doors_open_q1,2.2,1.517,0.214,0.732,7.74,16.941,55.0,7.906,18.229,11.068,21.319
2026-02-13T11:14:55.944823,movement_doors_open_q1,2.737,1.292,0.229,-0.158,2.583,17.266,47.0,7.967,17.573,10.69,23.251
2026-02-13T11:14:56.355654,movement_doors_open_q1,2.924,0.855,0.131,-0.872,2.184,16.902,39.0,7.069,17.263,11.155,22.044
2026-02-13T11:14:56.648593,movement_doors_open_q1,2.795,0.955,0.139,0.484,7.444,16.041,50.0,7.203,17.299,11.043,19.61
2026-02-13T11:14:57.174415,movement_doors_open_q1,3.134,0.963,0.266,3.151,21.746,17.275,77.0,9.582,20.992,10.986,19.731
2026-02-13T11:14:57.506771,movement_doors_open_q1,3.012,0.877,0.171,0.246,3.766,15.103,45.0,7.237,14.246,10.9,19.932
2026-02-13T11:14:57.991283,movement_doors_open_q1,3.023,1.127,0.3,-1.132,2.072,19.306,41.0,7.846,21.457,11.925,24.298
2026-02-13T11:14:58.402176,movement_doors_open_q1,3.01,1.072,0.258,2.853,19.769,15.363,66.0,8.315,18.331,10.036,17.613
2026-02-13T11:14:58.811048,movement_doors_open_q1,3.12,1.016,0.239,-0.551,0.683,20.658,48.0,9.544,20.504,12.367,28.719
2026-02-13T11:14:59.220754,movement_doors_open_q1,2.812,1.692,0.445,-0.968,1.264,16.178,34.0,6.863,15.93,10.584,21.755
2026-02-13T11:14:59.733000,movement_doors_open_q1,3.105,0.671,0.098,-1.044,1.845,16.107,35.0,6.669,16.603,10.561,20.928
2026-02-13T11:15:00.038399,movement_doors_open_q1,2.723,1.033,0.159,-0.488,2.176,17.503,44.0,7.728,17.694,11.191,23.345
2026-02-13T11:15:00.448799,movement_doors_open_q1,3.061,0.704,0.096,-0.168,3.241,17.142,47.0,7.729,18.715,10.277,22.195
2026-02-13T11:15:00.787109,movement_doors_open_q1,3.224,0.572,0.108,-0.864,2.581,16.117,38.0,6.685,16.62,10.869,20.647
2026-02-13T11:15:01.192136,movement_doors_open_q1,3.038,0.731,0.113,-0.224,3.027,16.583,45.0,7.472,17.665,10.174,21.666
2026-02-13T11:15:01.679850,movement_doors_open_q1,2.587,1.159,0.16,-0.246,3.81,16.551,45.0,7.238,18.096,10.278,21.064
2026-02-13T11:15:02.011805,movement_doors_open_q1,3.126,0.759,0.153,1.907,14.484,16.089,61.0,7.981,18.221,11.219,18.703
2026-02-13T11:15:02.495929,movement_doors_open_q1,3.207,0.858,0.21,0.295,6.627,15.861,48.0,7.043,16.878,10.946,19.582
2026-02-13T11:15:03.009261,movement_doors_open_q1,2.965,1.445,0.361,-1.221,1.104,17.473,31.0,7.239,17.215,11.33,23.582
2026-02-13T11:15:03.420440,movement_doors_open_q1,2.788,1.274,0.236,-0.746,3.255,16.221,40.0,6.714,17.568,10.491,20.403
2026-02-13T11:15:03.714516,movement_doors_open_q1,3.149,0.913,0.183,-0.609,1.977,18.078,44.0,7.889,18.754,11.231,23.97
2026-02-13T11:15:04.238587,movement_doors_open_q1,2.923,0.804,0.135,0.426,5.286,17.491,54.0,8.252,18.074,10.975,23.155
2026-02-13T11:15:04.648441,movement_doors_open_q1,2.923,0.786,0.138,-1.133,2.441,17.261,38.0,6.965,18.553,11.049,21.958
2026-02-13T11:15:05.058616,movement_doors_open_q1,3.07,0.751,0.162,0.402,6.683,16.57,51.0,7.481,17.756,10.948,20.804
2026-02-13T11:15:05.469723,movement_doors_open_q1,2.985,0.943,0.206,1.766,13.547,15.023,56.0,7.402,16.806,10.057,18.062
2026-02-13T11:15:05.876187,movement_doors_open_q1,2.933,1.058,0.212,-0.632,1.028,19.437,45.0,8.73,18.884,12.455,26.63
2026-02-13T11:15:06.286701,movement_doors_open_q1,2.969,0.886,0.2,1.944,11.229,16.088,66.0,9.266,16.113,9.747,22.117
2026-02-13T11:15:06.675892,movement_doors_open_q1,2.806,1.393,0.316,2.4,15.641,19.167,80.0,10.53,22.733,10.908,23.647
